,subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top
73,23,1,74,filler,,R,A,,6280.0,0.19,0.56,0.8,52,17,12,2,0,1,False,True,True
74,23,1,75,compromise,B,R,C,decoy,5340.0,0.72,0.65,0.55,10,15,20,1,0,2,True,True,False
75,23,2,76,attraction,A,L,B,competitor,8280.0,0.78,0.68,0.76,13,15,12,2,0,1,True,False,True
76,23,2,77,compromise,B,M,B,target,8740.0,0.72,0.68,0.55,12,14,18,0,1,2,True,False,True
77,23,2,78,attraction,A,R,B,competitor,4080.0,0.72,0.65,0.7,12,15,11,0,2,1,True,True,True
78,23,2,79,filler,,M,A,,13240.0,0.24,0.37,0.76,41,27,13,1,0,2,True,False,True
79,23,2,80,attraction,B,L,B,target,8770.0,0.78,0.65,0.63,13,15,14,1,0,2,False,True,False
80,23,2,81,compromise,A,M,B,competitor,4820.0,0.72,0.68,0.82,13,15,10,2,1,0,False,False,False
81,23,2,82,attraction,A,R,B,competitor,3930.0,0.78,0.62,0.76,12,15,11,1,2,0,True,True,True
82,23,2,83,attraction,B,R,A,competitor,4740.0,0.72,0.62,0.6,13,15,14,2,1,0,False,False,False
83,23,2,84,compromise,A,L,B,competitor,7690.0,0.78,0.68,0.88,13,15,10,1,0,2,False,False,True
84,23,2,85,compromise,A,M,B,competitor,3810.0,0.72,0.68,0.82,13,15,10,2,1,0,False,True,False
85,23,2,86,attraction,A,L,B,competitor,4960.0,0.75,0.65,0.73,12,15,11,2,0,1,False,True,True
86,23,2,87,compromise,B,R,A,competitor,5520.0,0.72,0.62,0.55,13,14,18,2,0,1,False,False,False
87,23,2,88,compromise,A,M,A,target,10910.0,0.75,0.65,0.82,13,15,10,1,0,2,True,True,False
88,23,2,89,attraction,A,L,B,competitor,2780.0,0.72,0.65,0.7,13,15,12,2,0,1,False,True,True
89,23,2,90,attraction,A,R,B,competitor,4750.0,0.72,0.68,0.7,12,14,11,0,2,1,False,False,False
90,23,2,91,attraction,A,M,B,competitor,3160.0,0.75,0.65,0.73,13,15,12,2,1,0,True,False,False
91,23,2,92,attraction,B,R,B,target,4710.0,0.72,0.68,0.66,13,14,13,1,2,0,True,True,False
92,23,2,93,attraction,B,R,B,target,4870.0,0.75,0.68,0.66,12,14,13,0,2,1,False,False,True
93,23,2,94,compromise,A,M,B,competitor,4610.0,0.78,0.68,0.85,12,15,10,2,1,0,False,True,False
94,23,2,95,filler,,L,B,,7590.0,0.27,0.47,0.86,37,21,11,2,0,1,True,False,True
95,23,2,96,attraction,B,R,B,target,5990.0,0.72,0.65,0.63,13,14,13,1,2,0,False,True,True
96,23,2,97,filler,,M,B,,6070.0,0.16,0.46,0.87,62,21,11,2,1,0,False,True,False
97,23,2,98,attraction,B,R,A,competitor,8500.0,0.78,0.62,0.6,12,15,14,2,1,0,True,True,True
98,23,2,99,compromise,B,M,C,decoy,5750.0,0.72,0.68,0.58,12,15,18,2,0,1,False,False,True
99,23,2,100,attraction,B,R,B,target,4300.0,0.72,0.62,0.6,13,14,13,1,2,0,False,False,True
100,23,2,101,attraction,B,M,B,target,5170.0,0.75,0.62,0.6,12,15,14,0,1,2,False,True,True
101,23,2,102,attraction,B,M,A,competitor,7270.0,0.75,0.65,0.63,12,14,13,1,2,0,False,True,False
102,23,2,103,compromise,A,M,C,decoy,9600.0,0.78,0.62,0.85,13,14,10,0,2,1,False,False,False
103,23,2,104,attraction,B,L,B,target,9810.0,0.78,0.65,0.63,12,15,14,2,0,1,False,True,False
104,23,2,105,filler,,L,A,,3040.0,0.19,0.59,0.81,52,16,12,0,1,2,False,False,False
105,23,2,106,compromise,B,R,C,decoy,12510.0,0.75,0.62,0.58,12,15,17,1,0,2,True,False,False
106,23,2,107,compromise,B,M,C,decoy,4600.0,0.78,0.62,0.55,13,14,18,0,2,1,True,True,True
107,23,2,108,compromise,A,M,B,competitor,3260.0,0.78,0.65,0.82,13,14,11,0,1,2,False,True,False
108,23,2,109,compromise,A,R,A,target,6270.0,0.78,0.65,0.82,13,14,10,2,1,0,False,False,True
109,23,2,110,filler,,M,B,,10240.0,0.29,0.42,0.72,34,23,13,0,1,2,True,False,True
110,23,2,111,attraction,A,L,A,target,10730.0,0.78,0.62,0.76,13,14,12,0,2,1,False,True,True
111,23,2,112,attraction,B,R,B,target,7850.0,0.72,0.62,0.6,13,15,14,0,2,1,False,True,True
112,23,2,113,attraction,B,L,B,target,5180.0,0.78,0.62,0.6,13,15,14,2,0,1,True,True,True
113,23,2,114,compromise,B,R,B,target,5780.0,0.72,0.65,0.52,13,15,17,0,2,1,True,True,True
114,23,2,115,filler,,L,B,,9840.0,0.32,0.6,0.78,31,16,12,1,0,2,True,False,False
115,23,2,116,compromise,A,M,B,competitor,6670.0,0.75,0.62,0.88,12,15,11,0,1,2,False,False,False
116,23,2,117,attraction,A,L,B,competitor,10030.0,0.72,0.65,0.7,12,15,11,2,0,1,False,False,False
117,23,2,118,compromise,B,R,C,decoy,3820.0,0.72,0.62,0.58,12,14,18,0,1,2,True,False,False
118,23,2,119,compromise,A,L,B,competitor,8790.0,0.75,0.68,0.88,12,15,11,1,0,2,False,True,True
119,23,2,120,compromise,B,R,C,decoy,11660.0,0.75,0.65,0.55,13,14,17,0,1,2,True,False,False
120,23,2,121,compromise,B,R,B,target,15470.0,0.72,0.65,0.55,12,15,18,1,2,0,True,True,False
121,23,2,122,compromise,B,M,B,target,9030.0,0.75,0.68,0.55,12,14,17,2,1,0,True,True,False
122,23,2,123,compromise,A,L,B,competitor,4540.0,0.78,0.62,0.85,12,15,10,1,0,2,True,False,False
123,23,2,124,attraction,A,R,B,competitor,5520.0,0.78,0.68,0.76,12,15,11,0,2,1,False,False,True
124,23,2,125,attraction,B,L,B,target,6600.0,0.78,0.62,0.6,12,14,13,1,0,2,True,True,False
125,23,2,126,filler,,L,A,,5410.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
126,23,2,127,compromise,A,M,B,competitor,15520.0,0.78,0.68,0.88,12,15,11,0,1,2,True,True,False
127,23,2,128,attraction,A,R,B,competitor,5660.0,0.75,0.68,0.73,12,14,11,1,2,0,True,True,True
128,23,2,129,filler,,M,A,,8880.0,0.19,0.56,0.8,52,17,12,1,0,2,False,True,True
129,23,2,130,attraction,A,R,A,target,10870.0,0.75,0.65,0.73,13,15,12,2,1,0,False,False,True
130,23,2,131,compromise,B,R,C,decoy,7570.0,0.75,0.62,0.58,13,14,18,0,1,2,True,True,True
131,23,2,132,attraction,A,L,A,target,11710.0,0.75,0.65,0.73,13,14,12,0,1,2,False,False,True
132,23,2,133,compromise,B,L,C,decoy,7070.0,0.78,0.65,0.52,13,14,17,2,1,0,False,False,False
133,23,2,134,filler,,M,A,,5740.0,0.27,0.61,0.89,37,16,11,1,2,0,True,False,False
134,23,2,135,compromise,A,L,B,competitor,6450.0,0.78,0.68,0.82,13,15,11,2,0,1,True,True,True
135,23,2,136,attraction,A,M,B,competitor,7930.0,0.72,0.62,0.7,13,15,12,2,1,0,False,True,True
136,23,2,137,attraction,B,M,B,target,8600.0,0.78,0.65,0.63,13,15,14,0,1,2,True,False,False
137,23,2,138,filler,,L,A,,7500.0,0.28,0.67,0.78,35,14,12,0,1,2,False,False,False
138,23,2,139,attraction,A,M,B,competitor,8950.0,0.72,0.65,0.7,12,14,11,0,1,2,False,True,False
139,23,2,140,compromise,B,R,A,competitor,12330.0,0.72,0.62,0.55,13,14,18,2,0,1,False,False,False
140,23,2,141,compromise,B,R,B,target,7480.0,0.72,0.68,0.52,13,15,18,1,2,0,True,False,True
141,23,2,142,attraction,A,M,B,competitor,6350.0,0.75,0.65,0.73,13,14,12,2,1,0,False,True,False
142,23,2,143,compromise,A,R,A,target,4980.0,0.75,0.62,0.88,13,15,10,2,1,0,False,True,True
143,23,2,144,compromise,A,L,B,competitor,5350.0,0.72,0.65,0.82,13,15,10,2,0,1,False,False,True
144,23,2,145,compromise,B,M,A,competitor,12510.0,0.72,0.68,0.58,13,14,18,1,0,2,False,False,True
145,23,2,146,attraction,B,M,B,target,5880.0,0.78,0.68,0.66,12,14,13,2,1,0,False,True,True
146,23,2,147,attraction,B,R,B,target,7390.0,0.72,0.62,0.6,12,15,14,0,2,1,True,False,True
147,23,2,148,compromise,B,L,C,decoy,3960.0,0.72,0.65,0.58,12,15,17,2,1,0,False,True,True
148,23,2,149,compromise,A,M,B,competitor,7590.0,0.75,0.65,0.85,13,15,11,2,1,0,True,True,False
149,23,2,150,filler,,L,A,,9100.0,0.32,0.48,0.85,31,20,11,0,2,1,True,True,True
150,23,3,151,compromise,B,L,B,target,7830.0,0.72,0.68,0.55,12,14,18,1,0,2,True,True,True
151,23,3,152,compromise,A,M,A,target,5440.0,0.78,0.65,0.82,13,14,10,1,2,0,True,True,True
152,23,3,153,compromise,B,R,C,decoy,7720.0,0.72,0.62,0.55,13,14,18,0,1,2,False,True,True
153,23,3,154,compromise,A,L,B,competitor,8700.0,0.78,0.68,0.85,12,15,10,2,0,1,True,True,True
154,23,3,155,compromise,A,L,A,target,11590.0,0.75,0.65,0.85,13,15,11,0,2,1,False,True,False
155,23,3,156,compromise,A,L,B,competitor,8970.0,0.75,0.68,0.88,12,15,11,2,0,1,False,False,True
156,23,3,157,compromise,A,M,B,competitor,6140.0,0.78,0.62,0.85,12,15,10,0,1,2,False,True,True
157,23,3,158,attraction,A,R,B,competitor,7950.0,0.78,0.62,0.76,12,15,11,0,2,1,False,False,True
158,23,3,159,filler,,R,A,,4510.0,0.19,0.56,0.8,52,17,12,2,0,1,True,False,False
159,23,3,160,compromise,B,L,C,decoy,6390.0,0.75,0.62,0.58,12,15,17,1,2,0,False,True,True
160,23,3,161,attraction,A,R,A,target,17460.0,0.75,0.65,0.73,13,14,12,2,1,0,False,True,True
161,23,3,162,compromise,B,M,B,target,13580.0,0.75,0.68,0.55,12,14,17,2,1,0,True,True,True
162,23,3,163,attraction,B,M,B,target,8900.0,0.78,0.65,0.63,13,15,14,0,1,2,False,False,True
163,23,3,164,filler,,L,A,,3890.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
164,23,3,165,compromise,A,M,A,target,10420.0,0.72,0.65,0.82,13,15,10,1,2,0,True,True,True
165,23,3,166,filler,,L,A,,22250.0,0.29,0.42,0.72,34,23,13,0,2,1,False,True,True
166,23,3,167,compromise,B,L,B,target,9250.0,0.72,0.65,0.52,13,15,17,1,0,2,True,False,True
167,23,3,168,compromise,A,L,A,target,7860.0,0.78,0.68,0.82,13,15,11,0,1,2,True,True,False
168,23,3,169,attraction,A,R,A,target,6070.0,0.75,0.65,0.73,13,14,12,2,0,1,False,False,True
169,23,3,170,compromise,A,L,B,competitor,6490.0,0.72,0.68,0.82,13,15,10,1,0,2,False,True,False
170,23,3,171,compromise,A,L,A,target,6170.0,0.75,0.62,0.88,13,15,10,0,1,2,False,True,True
171,23,3,172,attraction,B,R,B,target,11500.0,0.72,0.62,0.6,13,15,14,0,2,1,True,True,True
172,23,3,173,filler,,M,A,,3730.0,0.16,0.46,0.87,62,21,11,1,2,0,True,True,False
173,23,3,174,filler,,M,A,,6030.0,0.27,0.47,0.86,37,21,11,1,2,0,True,False,False
174,23,3,175,attraction,A,M,B,competitor,12230.0,0.78,0.62,0.76,13,14,12,2,1,0,True,False,True
175,23,3,176,filler,,R,A,,13180.0,0.19,0.59,0.81,52,16,12,2,1,0,True,True,True
176,23,3,177,attraction,B,L,B,target,5720.0,0.78,0.62,0.6,12,15,14,2,0,1,False,False,True
177,23,3,178,filler,,M,A,,6120.0,0.31,0.38,0.85,32,26,11,1,0,2,True,True,False
178,23,3,179,attraction,B,R,B,target,4180.0,0.78,0.62,0.6,13,15,14,0,2,1,False,False,False
179,23,3,180,filler,,M,A,,4890.0,0.28,0.67,0.78,35,14,12,1,2,0,True,True,False
180,23,3,181,attraction,B,L,A,competitor,14550.0,0.75,0.62,0.6,12,15,14,0,1,2,False,True,True
181,23,3,182,attraction,B,L,B,target,9120.0,0.72,0.62,0.6,12,15,14,2,0,1,False,True,True
182,23,3,183,attraction,B,L,B,target,5700.0,0.78,0.68,0.66,12,14,13,2,0,1,False,False,True
183,23,3,184,filler,,L,A,,6340.0,0.32,0.6,0.78,31,16,12,0,2,1,False,True,False
184,23,3,185,filler,,M,A,,13690.0,0.32,0.48,0.85,31,20,11,1,0,2,True,False,True
185,23,3,186,compromise,B,M,C,decoy,8250.0,0.75,0.65,0.55,13,14,17,0,2,1,True,False,True
186,23,3,187,attraction,A,L,B,competitor,7750.0,0.75,0.65,0.73,12,15,11,1,0,2,False,True,False
187,23,3,188,attraction,B,R,B,target,13510.0,0.78,0.62,0.6,12,14,13,1,2,0,True,False,False
188,23,3,189,attraction,B,M,B,target,5510.0,0.72,0.68,0.66,13,14,13,2,1,0,True,False,False
189,23,3,190,filler,,M,A,,6480.0,0.27,0.61,0.89,37,16,11,1,0,2,True,False,False
190,23,3,191,compromise,A,L,B,competitor,10710.0,0.75,0.62,0.88,12,15,11,2,0,1,False,True,False
191,23,3,192,attraction,A,L,A,target,6760.0,0.72,0.65,0.7,12,15,11,0,1,2,True,False,False
192,23,3,193,attraction,A,M,A,target,4580.0,0.72,0.62,0.7,13,15,12,1,2,0,False,False,False
193,23,3,194,attraction,A,M,B,competitor,6780.0,0.72,0.65,0.7,12,15,11,2,1,0,True,True,False
194,23,3,195,compromise,B,R,B,target,12380.0,0.72,0.68,0.52,13,15,18,0,2,1,False,False,False
195,23,3,196,compromise,B,L,B,target,7170.0,0.72,0.65,0.58,12,15,17,2,0,1,False,True,True
196,23,3,197,attraction,B,R,B,target,7780.0,0.75,0.68,0.66,12,14,13,0,2,1,True,False,False
197,23,3,198,attraction,B,R,B,target,4430.0,0.72,0.65,0.63,13,14,13,0,2,1,True,True,True
198,23,3,199,compromise,B,M,A,competitor,8220.0,0.78,0.62,0.55,13,14,18,1,2,0,True,True,True
199,23,3,200,compromise,A,M,B,competitor,12160.0,0.75,0.65,0.82,13,15,10,2,1,0,True,False,True
200,23,3,201,attraction,B,M,B,target,10410.0,0.75,0.65,0.63,12,14,13,2,1,0,True,False,False
201,23,3,202,attraction,A,L,B,competitor,6000.0,0.72,0.65,0.7,13,15,12,2,0,1,False,True,False
202,23,3,203,attraction,A,L,B,competitor,5500.0,0.78,0.68,0.76,12,15,11,1,0,2,False,False,False
203,23,3,204,compromise,A,R,B,competitor,3830.0,0.78,0.68,0.88,12,15,11,1,2,0,True,True,True
204,23,3,205,compromise,B,L,C,decoy,5830.0,0.72,0.62,0.55,13,14,18,2,1,0,True,True,True
205,23,3,206,attraction,A,L,B,competitor,4460.0,0.72,0.68,0.7,12,14,11,1,0,2,False,True,True
206,23,3,207,attraction,A,M,A,target,6440.0,0.78,0.68,0.76,13,15,12,1,2,0,False,True,True
207,23,3,208,compromise,A,M,B,competitor,11520.0,0.72,0.68,0.82,13,15,10,0,1,2,True,True,True
208,23,3,209,compromise,A,R,A,target,6880.0,0.78,0.65,0.82,13,14,11,2,0,1,False,True,False
209,23,3,210,attraction,B,L,A,competitor,9770.0,0.72,0.62,0.6,13,14,13,0,2,1,True,True,False
210,23,3,211,attraction,A,L,A,target,10300.0,0.75,0.65,0.73,13,15,12,0,2,1,True,False,False
211,23,3,212,compromise,B,M,A,competitor,10370.0,0.78,0.65,0.52,13,14,17,1,2,0,False,True,True
212,23,3,213,compromise,B,M,C,decoy,11260.0,0.75,0.62,0.58,13,14,18,0,2,1,True,True,True
213,23,3,214,attraction,B,R,B,target,10630.0,0.78,0.65,0.63,13,15,14,1,2,0,True,False,False
214,23,3,215,compromise,A,M,B,competitor,5830.0,0.78,0.68,0.88,13,15,10,2,1,0,False,False,False
215,23,3,216,attraction,B,R,B,target,6290.0,0.72,0.62,0.6,13,15,14,1,2,0,True,True,True
216,23,3,217,compromise,B,L,C,decoy,7260.0,0.72,0.62,0.58,12,14,18,1,2,0,True,False,False
217,23,3,218,compromise,A,L,A,target,7010.0,0.78,0.62,0.85,13,14,10,0,2,1,False,True,True
218,23,3,219,compromise,B,R,B,target,9760.0,0.72,0.68,0.58,12,15,18,0,2,1,False,False,False
219,23,3,220,attraction,B,L,B,target,14290.0,0.78,0.65,0.63,12,15,14,1,0,2,True,True,False
220,23,3,221,compromise,B,R,C,decoy,7280.0,0.72,0.68,0.58,13,14,18,1,0,2,True,True,True
221,23,3,222,compromise,B,L,B,target,16390.0,0.72,0.65,0.55,12,15,18,1,0,2,True,True,True
222,23,3,223,attraction,A,R,A,target,6800.0,0.72,0.65,0.7,12,14,11,2,0,1,False,False,False
223,23,3,224,attraction,A,M,A,target,8710.0,0.75,0.65,0.73,13,15,12,1,2,0,True,False,False
224,23,3,225,attraction,A,M,B,competitor,9850.0,0.75,0.68,0.73,12,14,11,2,1,0,True,True,False
0,24,1,1,filler,,L,C,,11620.0,0.19,0.59,0.81,52,16,12,2,1,0,True,False,True
1,24,1,2,compromise,B,L,A,competitor,10880.0,0.72,0.68,0.58,11,15,22,0,2,1,False,False,False
2,24,1,3,attraction,B,L,A,competitor,4590.0,0.78,0.65,0.63,12,15,14,0,2,1,False,False,False
3,24,1,4,attraction,A,M,A,target,6690.0,0.75,0.65,0.73,12,15,11,1,0,2,True,True,True
4,24,1,5,compromise,B,L,A,competitor,8510.0,0.75,0.62,0.58,12,14,22,0,2,1,True,False,True
5,24,1,6,attraction,A,L,A,target,6140.0,0.75,0.65,0.73,12,14,11,0,2,1,True,True,True
6,24,1,7,attraction,B,R,A,competitor,5070.0,0.72,0.68,0.66,12,14,13,2,1,0,True,True,True
7,24,1,8,compromise,A,R,B,competitor,12830.0,0.78,0.62,0.85,11,15,9,0,2,1,True,True,False
8,24,1,9,compromise,A,R,C,decoy,6580.0,0.75,0.65,0.85,12,15,10,0,1,2,True,False,True
9,24,1,10,attraction,A,R,A,target,6740.0,0.75,0.65,0.73,12,15,11,2,1,0,True,False,False
10,24,1,11,filler,,M,C,,6400.0,0.24,0.37,0.76,41,27,13,0,2,1,True,False,False
11,24,1,12,filler,,L,C,,3010.0,0.19,0.56,0.8,52,17,12,1,2,0,False,True,True
12,24,1,13,compromise,A,R,A,target,5530.0,0.75,0.62,0.88,12,15,9,2,1,0,True,True,True
13,24,1,14,attraction,B,L,A,competitor,4560.0,0.78,0.68,0.66,11,14,13,0,2,1,True,True,False
14,24,1,15,compromise,A,M,C,decoy,6970.0,0.78,0.68,0.88,11,15,10,2,0,1,False,False,False
15,24,1,16,compromise,B,R,A,competitor,5510.0,0.72,0.65,0.55,11,15,22,2,0,1,False,False,False
16,24,1,17,compromise,B,R,A,competitor,3980.0,0.72,0.65,0.52,12,15,21,2,0,1,True,True,True
17,24,1,18,filler,,M,C,,5730.0,0.32,0.48,0.85,31,20,11,2,0,1,False,False,True
18,24,1,19,compromise,A,R,A,target,7240.0,0.72,0.68,0.82,12,15,9,2,1,0,False,True,True
19,24,1,20,attraction,A,R,C,decoy,9370.0,0.72,0.65,0.7,11,14,10,1,0,2,False,False,False
20,24,1,21,compromise,A,M,A,target,4940.0,0.75,0.65,0.82,12,15,9,1,0,2,True,False,True
21,24,1,22,compromise,B,M,A,competitor,4570.0,0.72,0.62,0.55,12,14,22,1,0,2,False,True,True
22,24,1,23,compromise,A,R,C,decoy,7970.0,0.75,0.68,0.88,11,15,10,1,0,2,False,False,True
23,24,1,24,compromise,A,L,C,decoy,4790.0,0.78,0.68,0.82,12,15,10,1,2,0,True,True,False
24,24,1,25,attraction,B,L,A,competitor,8540.0,0.75,0.65,0.63,11,14,13,0,1,2,True,False,False
25,24,1,26,attraction,A,L,A,target,6040.0,0.78,0.68,0.76,11,15,10,0,2,1,False,True,True
26,24,1,27,attraction,A,L,A,target,5750.0,0.72,0.62,0.7,12,15,11,0,1,2,True,False,True
27,24,1,28,attraction,A,L,A,target,6890.0,0.75,0.65,0.73,12,14,11,0,1,2,True,True,True
28,24,1,29,compromise,A,R,C,decoy,3820.0,0.75,0.62,0.88,11,15,10,1,0,2,False,True,True
29,24,1,30,compromise,B,M,A,competitor,4530.0,0.72,0.62,0.55,12,14,22,1,2,0,False,False,True
30,24,1,31,compromise,A,R,C,decoy,8400.0,0.78,0.68,0.85,11,15,9,1,0,2,False,False,False
31,24,1,32,compromise,A,M,A,target,7710.0,0.78,0.62,0.85,12,14,9,1,2,0,True,False,True
32,24,1,33,compromise,B,L,A,competitor,4900.0,0.78,0.62,0.55,12,14,22,0,1,2,False,True,False
33,24,1,34,attraction,B,L,A,competitor,5920.0,0.75,0.62,0.6,11,15,14,0,2,1,True,False,False
34,24,1,35,compromise,B,R,A,competitor,4920.0,0.75,0.68,0.55,11,14,21,2,0,1,False,True,True
35,24,1,36,attraction,A,M,A,target,4890.0,0.75,0.68,0.73,11,14,10,1,2,0,False,False,False
36,24,1,37,filler,,R,C,,5850.0,0.32,0.6,0.78,31,16,12,1,0,2,True,True,True
37,24,1,38,attraction,B,L,A,competitor,4660.0,0.75,0.68,0.66,11,14,13,0,1,2,True,False,False
38,24,1,39,attraction,B,L,A,competitor,4810.0,0.78,0.62,0.6,11,15,14,0,1,2,True,True,False
39,24,1,40,compromise,B,L,A,competitor,8480.0,0.75,0.65,0.55,12,14,21,0,1,2,False,True,True
40,24,1,41,compromise,B,R,A,competitor,8410.0,0.72,0.62,0.58,11,14,22,2,0,1,False,True,True
41,24,1,42,compromise,B,M,A,competitor,5110.0,0.78,0.65,0.52,12,14,21,1,0,2,True,True,False
42,24,1,43,filler,,M,C,,5200.0,0.27,0.47,0.86,37,21,11,0,2,1,False,True,False
43,24,1,44,compromise,B,L,A,competitor,4990.0,0.72,0.68,0.52,12,15,22,0,1,2,True,True,False
44,24,1,45,compromise,A,R,A,target,10400.0,0.72,0.68,0.82,12,15,9,2,0,1,False,False,True
45,24,1,46,compromise,A,R,A,target,3840.0,0.72,0.65,0.82,12,15,9,2,1,0,True,False,False
46,24,1,47,attraction,B,M,A,competitor,8189.999999999999,0.72,0.62,0.6,11,15,14,1,0,2,True,False,False
47,24,1,48,filler,,L,C,,6370.0,0.28,0.67,0.78,35,14,12,1,2,0,True,True,False
48,24,1,49,attraction,A,L,A,target,7050.0,0.72,0.65,0.7,11,15,10,0,1,2,False,True,False
49,24,1,50,attraction,B,L,A,competitor,4430.0,0.72,0.62,0.6,12,15,14,0,1,2,False,True,True
50,24,1,51,attraction,A,R,A,target,3710.0,0.78,0.62,0.76,12,14,11,2,1,0,False,False,False
51,24,1,52,attraction,A,M,A,target,5800.0,0.75,0.65,0.73,11,15,10,1,0,2,False,False,True
52,24,1,53,attraction,B,M,A,competitor,6490.0,0.78,0.65,0.63,11,15,14,1,0,2,True,False,False
53,24,1,54,compromise,A,R,C,decoy,7480.0,0.78,0.65,0.82,12,14,10,0,1,2,False,False,False
54,24,1,55,attraction,B,M,A,competitor,5740.0,0.72,0.62,0.6,12,14,13,1,0,2,False,True,False
55,24,1,56,attraction,A,M,B,competitor,12930.0,0.72,0.68,0.7,11,14,10,0,1,2,False,False,False
56,24,1,57,compromise,B,M,A,competitor,9930.0,0.72,0.68,0.58,12,14,22,1,2,0,True,False,False
57,24,1,58,attraction,B,L,A,competitor,10120.0,0.78,0.62,0.6,11,14,13,0,1,2,True,False,True
58,24,1,59,attraction,B,L,A,competitor,3450.0,0.72,0.65,0.63,12,14,13,0,2,1,True,True,True
59,24,1,60,attraction,A,M,A,target,7480.0,0.72,0.65,0.7,11,15,10,1,0,2,False,True,False
60,24,1,61,compromise,B,L,B,target,10310.0,0.72,0.65,0.58,11,15,21,2,0,1,False,True,True
61,24,1,62,filler,,L,C,,4470.0,0.29,0.42,0.72,34,23,13,2,1,0,True,False,False
62,24,1,63,filler,,M,C,,5640.0,0.31,0.38,0.85,32,26,11,2,0,1,True,True,True
63,24,1,64,attraction,A,R,A,target,4110.0,0.78,0.62,0.76,11,15,10,2,1,0,False,False,False
64,24,1,65,filler,,R,C,,8960.0,0.16,0.46,0.87,62,21,11,0,1,2,False,False,False
65,24,1,66,attraction,B,M,A,competitor,3740.0,0.72,0.62,0.6,12,15,14,1,2,0,True,False,True
66,24,1,67,attraction,B,M,A,competitor,10790.0,0.78,0.62,0.6,12,15,14,1,0,2,False,True,True
67,24,1,68,attraction,B,M,A,competitor,3220.0,0.78,0.65,0.63,12,15,14,1,0,2,True,True,True
68,24,1,69,compromise,A,L,A,target,6190.0,0.78,0.68,0.88,12,15,9,0,2,1,False,False,True
69,24,1,70,attraction,A,L,A,target,4270.0,0.78,0.68,0.76,12,15,11,0,1,2,True,True,True
70,24,1,71,compromise,B,M,C,decoy,12750.0,0.75,0.62,0.58,11,15,21,2,0,1,True,True,True
71,24,1,72,compromise,B,R,A,competitor,7890.0,0.72,0.68,0.55,11,14,22,2,1,0,False,False,True
72,24,1,73,filler,,M,C,,3940.0,0.27,0.61,0.89,37,16,11,2,0,1,False,False,False
73,24,1,74,compromise,A,L,A,target,6020.0,0.78,0.65,0.82,12,14,9,0,2,1,True,False,True
74,24,1,75,attraction,A,R,A,target,8140.000000000001,0.72,0.65,0.7,12,15,11,2,0,1,False,True,True
75,24,2,76,attraction,A,L,A,target,9650.0,0.78,0.62,0.76,10,14,9,0,1,2,True,False,True
76,24,2,77,compromise,B,R,B,target,8020.0,0.75,0.62,0.58,9,15,24,0,2,1,True,True,True
77,24,2,78,compromise,B,M,A,competitor,10250.0,0.78,0.62,0.55,10,14,25,1,0,2,True,False,True
78,24,2,79,filler,,R,C,,6970.0,0.27,0.47,0.86,37,21,11,1,0,2,False,True,False
79,24,2,80,attraction,B,M,B,target,6180.0,0.78,0.65,0.63,9,15,14,2,1,0,False,False,False
80,24,2,81,compromise,A,R,B,competitor,6080.0,0.78,0.68,0.85,9,15,7,1,2,0,True,True,True
81,24,2,82,attraction,A,M,B,competitor,7970.0,0.72,0.65,0.7,9,15,8,2,1,0,False,False,False
82,24,2,83,attraction,A,L,B,competitor,5630.0,0.72,0.65,0.7,9,14,8,1,0,2,False,False,True
83,24,2,84,compromise,A,R,A,target,8039.999999999999,0.78,0.68,0.88,10,15,7,2,1,0,False,True,False
84,24,2,85,attraction,A,R,A,target,8920.0,0.78,0.62,0.76,9,15,8,2,0,1,False,True,True
85,24,2,86,compromise,A,M,C,decoy,11990.0,0.75,0.65,0.85,10,15,8,2,0,1,False,False,False
86,24,2,87,compromise,A,M,A,target,5910.0,0.78,0.65,0.82,10,14,7,1,0,2,True,True,False
87,24,2,88,compromise,B,L,B,target,5990.0,0.72,0.65,0.55,9,15,25,2,0,1,False,True,True
88,24,2,89,attraction,A,R,B,competitor,6910.0,0.72,0.65,0.7,9,15,8,0,2,1,False,False,False
89,24,2,90,attraction,A,M,B,competitor,9370.0,0.75,0.68,0.73,9,14,8,2,1,0,True,False,False
90,24,2,91,attraction,A,M,A,target,6150.0,0.75,0.65,0.73,10,14,9,1,2,0,True,True,False
91,24,2,92,attraction,A,R,B,competitor,10130.0,0.78,0.68,0.76,9,15,8,0,2,1,False,False,True
92,24,2,93,filler,,L,C,,5300.0,0.24,0.37,0.76,41,27,13,2,1,0,False,True,False
93,24,2,94,attraction,B,L,B,target,8020.0,0.75,0.62,0.6,9,15,14,2,0,1,True,False,True
94,24,2,95,attraction,A,R,B,competitor,8960.0,0.75,0.65,0.73,9,15,8,1,2,0,False,True,True
95,24,2,96,filler,,L,C,,4300.0,0.28,0.67,0.78,35,14,12,2,1,0,False,True,False
96,24,2,97,attraction,B,R,A,competitor,5340.0,0.72,0.62,0.6,10,15,14,2,1,0,True,True,True
97,24,2,98,compromise,A,R,A,target,7640.0,0.78,0.68,0.82,10,15,8,2,0,1,False,False,True
